ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2019,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1410,0.8,960,0.82,450,0.75
2019,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,85097,48.2,60783,52.1,24314,40.7
2019,1,G00-G99,Sjukdomar i nervsystemet,7163,4.06,4595,3.94,2568,4.3
2019,1,H00-H59,Sjukdomar i ögat och närliggande organ,672,0.38,337,0.29,335,0.56
2019,1,H60-H95,Sjukdomar i örat och mastoidutskottet,592,0.34,376,0.32,216,0.36
2019,1,I00-I99,Cirkulationsorganens sjukdomar,6170,3.5,2421,2.07,3749,6.28
2019,1,J00-J99,Andningsorganens sjukdomar,1829,1.04,1213,1.04,616,1.03
2019,1,K00-K93,Matsmältningsorganens sjukdomar,2389,1.35,1391,1.19,998,1.67
2019,1,L00-L99,Hudens och underhudens sjukdomar,771,0.44,485,0.42,286,0.48
2019,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,29747,16.9,18041,15.5,11706,19.6
2019,1,N00-N99,Sjukdomar i urin- och könsorganen,1527,0.87,935,0.8,592,0.99
2019,1,O00-O99,"Graviditet, förlossning och barnsängstid",4370,2.48,4370,3.74,-,-
2019,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2019,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",671,0.38,521,0.45,150,0.25
2019,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4089,2.32,2834,2.43,1255,2.1
2019,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10623,6.02,5254,4.5,5369,8.99
2019,1,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2019,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2019,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1645,0.93,965,0.83,680,1.14
2019,1,-00--99,Saknas/Okänd,6102,3.46,3780,3.24,2322,3.89
2019,2,Samtliga,Samtliga,162655,100,106586,100,56069,100
2019,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,587,0.36,347,0.33,240,0.43
2019,2,C00-D48,Tumörer,10255,6.3,6564,6.16,3691,6.58
2019,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,385,0.24,241,0.23,144,0.26
2019,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1217,0.75,813,0.76,404,0.72
2019,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,78742,48.4,55930,52.5,22812,40.7
2019,2,G00-G99,Sjukdomar i nervsystemet,6822,4.19,4372,4.1,2450,4.37
2019,2,H00-H59,Sjukdomar i ögat och närliggande organ,615,0.38,298,0.28,317,0.57
2019,2,H60-H95,Sjukdomar i örat och mastoidutskottet,511,0.31,328,0.31,183,0.33
2019,2,I00-I99,Cirkulationsorganens sjukdomar,5869,3.61,2279,2.14,3590,6.4
2019,2,J00-J99,Andningsorganens sjukdomar,1335,0.82,853,0.8,482,0.86
2019,2,K00-K93,Matsmältningsorganens sjukdomar,2116,1.3,1224,1.15,892,1.59
2019,2,L00-L99,Hudens och underhudens sjukdomar,697,0.43,435,0.41,262,0.47
2019,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,27216,16.7,16617,15.6,10599,18.9
2019,2,N00-N99,Sjukdomar i urin- och könsorganen,1433,0.88,846,0.79,587,1.05
2019,2,O00-O99,"Graviditet, förlossning och barnsängstid",3463,2.13,3463,3.25,-,-
2019,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2019,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",644,0.4,512,0.48,132,0.24
2019,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3744,2.3,2540,2.38,1204,2.15
2019,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9640,5.93,4460,4.18,5180,9.24
2019,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2019,2,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2019,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1467,0.9,849,0.8,618,1.1
2019,2,-00--99,Saknas/Okänd,5876,3.61,3605,3.38,2271,4.05
2019,3,Samtliga,Samtliga,163105,100,106617,100,56488,100
2019,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,755,0.46,404,0.38,351,0.62
2019,3,C00-D48,Tumörer,10490,6.43,6742,6.32,3748,6.64
2019,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,393,0.24,244,0.23,149,0.26
2019,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1323,0.81,895,0.84,428,0.76
2019,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,77413,47.5,54594,51.2,22819,40.4
2019,3,G00-G99,Sjukdomar i nervsystemet,7017,4.3,4453,4.18,2564,4.54
2019,3,H00-H59,Sjukdomar i ögat och närliggande organ,619,0.38,306,0.29,313,0.55
2019,3,H60-H95,Sjukdomar i örat och mastoidutskottet,561,0.34,361,0.34,200,0.35
2019,3,I00-I99,Cirkulationsorganens sjukdomar,5941,3.64,2348,2.2,3593,6.36
2019,3,J00-J99,Andningsorganens sjukdomar,1566,0.96,1028,0.96,538,0.95
2019,3,K00-K93,Matsmältningsorganens sjukdomar,2282,1.4,1273,1.19,1009,1.79
2019,3,L00-L99,Hudens och underhudens sjukdomar,748,0.46,470,0.44,278,0.49
2019,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,26554,16.3,16364,15.3,10190,18
2019,3,N00-N99,Sjukdomar i urin- och könsorganen,1515,0.93,927,0.87,588,1.04
2019,3,O00-O99,"Graviditet, förlossning och barnsängstid",3929,2.41,3929,3.69,-,-
2019,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2019,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",621,0.38,496,0.47,125,0.22
2019,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3887,2.38,2612,2.45,1275,2.26
2019,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9950,6.1,4596,4.31,5354,9.48
2019,3,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2019,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2019,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1481,0.91,880,0.83,601,1.06
2019,3,-00--99,Saknas/Okänd,6042,3.7,3685,3.46,2357,4.17
2019,4,Samtliga,Samtliga,171767,100,111792,100,59975,100
2019,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,700,0.41,386,0.35,314,0.52
2019,4,C00-D48,Tumörer,10623,6.18,6808,6.09,3815,6.36
2019,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,390,0.23,231,0.21,159,0.27
2019,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1337,0.78,903,0.81,434,0.72
2019,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,82919,48.3,58491,52.3,24428,40.7
2019,4,G00-G99,Sjukdomar i nervsystemet,7364,4.29,4646,4.16,2718,4.53
2019,4,H00-H59,Sjukdomar i ögat och närliggande organ,677,0.39,336,0.3,341,0.57
2019,4,H60-H95,Sjukdomar i örat och mastoidutskottet,606,0.35,374,0.33,232,0.39
2019,4,I00-I99,Cirkulationsorganens sjukdomar,6137,3.57,2436,2.18,3701,6.17
2019,4,J00-J99,Andningsorganens sjukdomar,1631,0.95,1059,0.95,572,0.95
2019,4,K00-K93,Matsmältningsorganens sjukdomar,2321,1.35,1293,1.16,1028,1.71
2019,4,L00-L99,Hudens och underhudens sjukdomar,692,0.4,438,0.39,254,0.42
2019,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,28720,16.7,17152,15.3,11568,19.3
2019,4,N00-N99,Sjukdomar i urin- och könsorganen,1503,0.88,894,0.8,609,1.02
2019,4,O00-O99,"Graviditet, förlossning och barnsängstid",3878,2.26,3878,3.47,-,-
2019,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2019,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",653,0.38,511,0.46,142,0.24
2019,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3897,2.27,2635,2.36,1262,2.1
2019,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10105,5.88,4787,4.28,5318,8.87
2019,4,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2019,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2019,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1627,0.95,965,0.86,662,1.1
2019,4,-00--99,Saknas/Okänd,5965,3.47,3556,3.18,2409,4.02
